,File name,Path,Rule,false-positive,true-positive
22,TAGGUN Receipt OCR Scanning API,/api/receipt/v1/verbose/encoded,A plural noun should be used for collection or store names,0,1
23,TAGGUN Receipt OCR Scanning API,/api/receipt/v1/verbose/file,A plural noun should be used for collection or store names,0,1
24,TAGGUN Receipt OCR Scanning API,/api/receipt/v1/verbose/storage,A plural noun should be used for collection or store names,0,1
25,TAGGUN Receipt OCR Scanning API,/api/receipt/v1/verbose/url,A plural noun should be used for collection or store names,0,1
26,NetworkManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/connections/{virtualNetworkGatewayConnectionName}/sharedkey,A plural noun should be used for collection or store names,0,1
27,"Revenue & Disaster Management Department, Assam, Assam",/nncer/certificate,A plural noun should be used for collection or store names,1,0
28,Department of Pension and Pensioners Welfare,/pecer/certificate,A plural noun should be used for collection or store names,1,0
29,ApiManagementClient40,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tenant/{accessName}/git,A plural noun should be used for collection or store names,0,1
30,ApiManagementClient42,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tenant/{accessName}/git/listSecrets,A plural noun should be used for collection or store names,0,1
31,ApiManagementClient45,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tenant/{accessName}/git/regeneratePrimaryKey,A plural noun should be used for collection or store names,0,1
32,ApiManagementClient48,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tenant/{accessName}/listSecrets,A plural noun should be used for collection or store names,0,1
33,ApiManagementClient62,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tenant/{configurationName}/save,A plural noun should be used for collection or store names,0,1
34,ApiManagementClient67,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/tenant/{configurationName}/validate,A plural noun should be used for collection or store names,0,1
35,ApplicationInsightsManagementClient42,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/microsoft.insights/components/{resourceName}/{scopePath},A plural noun should be used for collection or store names,0,1
36,ApplicationInsightsManagementClient42,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/microsoft.insights/components/{resourceName}/{scopePath}/item,A plural noun should be used for collection or store names,0,1
37,"Haryana State Board of Technical Education, Haryana",/dgmst/certificate,A plural noun should be used for collection or store names,1,0
38,News Search Client,/news/search,A plural noun should be used for collection or store names,0,1
39,Postman API,/apis/{apiId}/versions/{apiVersionId}/contracttest,A plural noun should be used for collection or store names,0,1
40,Postman API,/apis/{apiId}/versions/{apiVersionId}/documentation,A plural noun should be used for collection or store names,0,1
41,Postman API,/apis/{apiId}/versions/{apiVersionId}/environment,A plural noun should be used for collection or store names,0,1
42,Postman API,/apis/{apiId}/versions/{apiVersionId}/integrationtest,A plural noun should be used for collection or store names,0,1
43,Postman API,/apis/{apiId}/versions/{apiVersionId}/monitor,A plural noun should be used for collection or store names,0,1
44,Postman API,/apis/{apiId}/versions/{apiVersionId}/testsuite,A plural noun should be used for collection or store names,0,1
45,Postman API,/apis/{apiId}/versions/{apiVersionId}/{entityType}/{entityId}/syncWithSchema,A plural noun should be used for collection or store names,0,1
46,Postman API,/collections/fork/{collection_uid},A plural noun should be used for collection or store names,0,1
47,Postman API,/import/openapi,A plural noun should be used for collection or store names,0,1
48,Postman API,/monitors/{monitor_uid}/run,A plural noun should be used for collection or store names,0,1
49,Azure Migrate Hub,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Migrate/migrateProjects/{migrateProjectName}/registerTool,A plural noun should be used for collection or store names,0,1
50,National Institute of Open Schooling,/hscer/certificate,A plural noun should be used for collection or store names,0,1
51,National Institute of Open Schooling,/hsmgr/certificate,A plural noun should be used for collection or store names,0,1
52,National Institute of Open Schooling,/hvcer/certificate,A plural noun should be used for collection or store names,0,1
53,National Institute of Open Schooling,/sscer/certificate,A plural noun should be used for collection or store names,0,1
54,National Institute of Open Schooling,/ssmgr/certificate,A plural noun should be used for collection or store names,0,1
55,National Institute of Open Schooling,/svcer/certificate,A plural noun should be used for collection or store names,0,1
56,Fun Generators API,/qrcode/business_card,A plural noun should be used for collection or store names,0,1
57,Fun Generators API,/qrcode/decode,A plural noun should be used for collection or store names,0,1
58,Fun Generators API,/qrcode/email,A plural noun should be used for collection or store names,0,1
59,Fun Generators API,/qrcode/phone,A plural noun should be used for collection or store names,0,1
60,Fun Generators API,	/qrcode/skype,A plural noun should be used for collection or store names,0,1
61,Fun Generators API,/qrcode/text,A plural noun should be used for collection or store names,0,1
62,Fun Generators API,/qrcode/url,A plural noun should be used for collection or store names,0,1
63,Handwrytten API,/auth/authorization ,A plural noun should be used for collection or store names,0,1
64,Handwrytten API,/auth/changePassword ,A plural noun should be used for collection or store names,0,1
65,Handwrytten API,/auth/logout  ,A plural noun should be used for collection or store names,0,1
66,Handwrytten API,/auth/register,A plural noun should be used for collection or store names,0,1
67,Handwrytten API,/auth/resetPasswordRequest,A plural noun should be used for collection or store names,0,1
68,Handwrytten API,/profile/address,A plural noun should be used for collection or store names,0,1
69,Handwrytten API,/profile/profileAddRecipient,A plural noun should be used for collection or store names,0,1
70,Handwrytten API,/profile/recipientsList,A plural noun should be used for collection or store names,0,1
71,AdMob API,/v1beta/{name},A plural noun should be used for collection or store names,0,1
72,AdMob API,/v1beta/{parent}/adSources,A plural noun should be used for collection or store names,0,1
73,AdMob API,/v1beta/{parent}/adUnits,A plural noun should be used for collection or store names,0,1
74,AdMob API,/v1beta/{parent}/apps,A plural noun should be used for collection or store names,0,1
75,AdMob API,/v1beta/{parent}/mediationReport:generate,A plural noun should be used for collection or store names,0,1
76,AdMob API,/v1beta/{parent}/networkReport:generate,A plural noun should be used for collection or store names,0,1
77,Workflow Executions API,/v1beta/{name},A plural noun should be used for collection or store names,0,1
78,Workflow Executions API,/v1beta/{name}:cancel,A plural noun should be used for collection or store names,0,1
79,Workflow Executions API,/v1beta/{parent}/executions,A plural noun should be used for collection or store names,0,1
80,IAM Service Account Credentials API,	/v1/{name}:generateAccessToken,A plural noun should be used for collection or store names,0,1
81,IAM Service Account Credentials API,/v1/{name}:generateIdToken,A plural noun should be used for collection or store names,0,1
82,IAM Service Account Credentials API,/v1/{name}:signBlob,A plural noun should be used for collection or store names,0,1
83,IAM Service Account Credentials API,	/v1/{name}:signJwt,A plural noun should be used for collection or store names,0,1
84,Error Reporting API,/v1beta1/{groupName},A plural noun should be used for collection or store names,0,1
85,Error Reporting API,/v1beta1/{name},A plural noun should be used for collection or store names,0,1
86,Error Reporting API,/v1beta1/{projectName}/events:report,A plural noun should be used for collection or store names,0,1
87,Error Reporting API,/v1beta1/{projectName}/events,A plural noun should be used for collection or store names,0,1
88,Error Reporting API,/v1beta1/{projectName}/groupStats,A plural noun should be used for collection or store names,0,1
89,Compute Admin Client122,/subscriptions/{subscriptionId}/providers/Microsoft.Compute.Admin/locations/{location}/artifactTypes/platformImage/publishers/{publisher}/offers/{offer}/skus/{sku}/versions/{version},A plural noun should be used for collection or store names,1,0
90,OnSched API Utility,	/utility/v1/health/heartbeat,A plural noun should be used for collection or store names,0,1
91,NHL v3 Projections,/{format}/DfsSlatesByDate/{date},A plural noun should be used for collection or store names,0,1
92,NHL v3 Projections,	/{format}/PlayerGameProjectionStatsByDate/{date},A plural noun should be used for collection or store names,0,1
93,NHL v3 Projections,/{format}/PlayerGameProjectionStatsByPlayer/{date}/{playerid},A plural noun should be used for collection or store names,0,1
94,Mixed Reality196,/subscriptions/{subscriptionId}/providers/Microsoft.MixedReality/locations/{location}/checkNameAvailability,A plural noun should be used for collection or store names,0,1
95,Cloud IoT API,/v1/{name}/configVersions,A plural noun should be used for collection or store names,0,1
96,Cloud IoT API,/v1/{name}/states,A plural noun should be used for collection or store names,0,1
97,Cloud IoT API,/v1/{name}:modifyCloudToDeviceConfig,A plural noun should be used for collection or store names,0,1
98,Cloud IoT API,/v1/{name},A plural noun should be used for collection or store names,0,1
99,Cloud IoT API,	/v1/{parent}:bindDeviceToGateway,A plural noun should be used for collection or store names,0,1
100,Cloud IoT API,/v1/{parent}:unbindDeviceFromGateway,A plural noun should be used for collection or store names,0,1
101,Cloud IoT API,/v1/{resource}:testIamPermissions,A plural noun should be used for collection or store names,0,1
102,My Business Verifications API,	/v1/{location}:fetchVerificationOptions,A plural noun should be used for collection or store names,0,1
103,My Business Verifications API,/v1/{name}/VoiceOfMerchantState,A plural noun should be used for collection or store names,0,1
104,My Business Verifications API,/v1/{name}:complete,A plural noun should be used for collection or store names,0,1
105,My Business Verifications API,/v1/{name}:verify,A plural noun should be used for collection or store names,0,1
106,My Business Verifications API,	/v1/{parent}/verifications,A plural noun should be used for collection or store names,0,1
107,LogicAppsManagementClient,	/subscriptions/{subscriptionId}/providers/Microsoft.Web/locations/{location}/managedApis,A plural noun should be used for collection or store names,1,0
108,LogicAppsManagementClient,/subscriptions/{subscriptionId}/providers/Microsoft.Web/locations/{location}/managedApis/{apiName},A plural noun should be used for collection or store names,1,0
109,"Labour Resource Department, Bihar",/apptu/certificate,A plural noun should be used for collection or store names,0,1
110,"Labour Resource Department, Bihar",/apptu/certificate,A plural noun should be used for collection or store names,0,1
111,"Labour Resource Department, Bihar",/apptu/certificate,A plural noun should be used for collection or store names,0,1
112,UCO Bank,/tdcer/certificate,A plural noun should be used for collection or store names,1,0
113,ApplicationInsightsManagementClient54,/subscriptions/{subscriptionId}/resourceGroup/{resourceGroupName}/providers/microsoft.insights/workbooktemplates,A plural noun should be used for collection or store names,0,1
114,ApplicationInsightsManagementClient54,	/subscriptions/{subscriptionId}/resourceGroup/{resourceGroupName}/providers/microsoft.insights/workbooktemplates/{resourceName},A plural noun should be used for collection or store names,0,1
115,GoToWebinar,	/organizers/{organizerKey}/webinars/{webinarKey}/sessions/{sessionKey}/performance,A plural noun should be used for collection or store names,0,1
116,Amazon Honeycode,/workbooks/{workbookId}/tables/{tableId}/import/{jobId},A plural noun should be used for collection or store names,0,1
117,Amazon Honeycode,/workbooks/{workbookId}/tables/{tableId}/import,A plural noun should be used for collection or store names,1,0
118,Apacta,/contact_types/{contact_type_id},A plural noun should be used for collection or store names,1,0
119,Apacta,/project_statuses/{project_status_id},A plural noun should be used for collection or store names,0,1
120,Apacta,/projects/{project_id}/project_files/{project_file_id}/,A plural noun should be used for collection or store names,0,1
121,Apacta,/time_entries/{time_entry_id},A plural noun should be used for collection or store names,0,1
122,API for the COVID-19 Tracking QR Code Signin Server,/signin/{signinId},A plural noun should be used for collection or store names,0,1
123,API for the COVID-19 Tracking QR Code Signin Server,/user/{userId},A plural noun should be used for collection or store names,0,1
124,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/providers/Microsoft.AppConfiguration/checkNameAvailability,A plural noun should be used for collection or store names,1,0
125,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.AppConfiguration/configurationStores/{configStoreName}/listKeyValue,A plural noun should be used for collection or store names,1,0
126,Apps Script API,/v1/projects/{scriptId}/content,A plural noun should be used for collection or store names,0,1
127,BioLink API,/association/type/{association_type},A plural noun should be used for collection or store names,0,1
128,BioLink API,/bioentity/case/{id}/genotypes,A plural noun should be used for collection or store names,0,1
129,BioLink API,/bioentity/function/{id},A plural noun should be used for collection or store names,0,1
130,BioLink API,/bioentity/model/{id}/variants,A plural noun should be used for collection or store names,0,1
131,BioLink API,/bioentity/pathway/{id}/phenotypes,A plural noun should be used for collection or store names,0,1
132,BioLink API,/bioentity/publication/{id}/models,A plural noun should be used for collection or store names,0,1
133,BioLink API,/bioentityset/overrepresentation,A plural noun should be used for collection or store names,0,1
134,BioLink API,/cam/instance/{id},A plural noun should be used for collection or store names,0,1
135,BioLink API,/ontology/subset/{id},A plural noun should be used for collection or store names,0,1
136,BioLink API,/relation/usage/between/{subject_category}/{object_category},A plural noun should be used for collection or store names,0,1
137,BioLink API,/sim/search,A plural noun should be used for collection or store names,1,0
138,BioLink API,/variation/set/archive/{year}/{month}/{day},A plural noun should be used for collection or store names,0,1
139,CallFire API Documentation,/calls/broadcasts/{id}/calls,A plural noun should be used for collection or store names,0,1
140,CallFire API Documentation,/calls/broadcasts/{id}/start,A plural noun should be used for collection or store names,0,1
141,CallFire API Documentation,/calls/recordings/{id},A plural noun should be used for collection or store names,0,1
142,CallFire API Documentation,/contacts/lists/{id}/items,A plural noun should be used for collection or store names,0,1
143,CallFire API Documentation,/me/billing/plan-usage,A plural noun should be used for collection or store names,0,1
144,CallFire API Documentation,/texts/broadcasts/{id}/start,A plural noun should be used for collection or store names,0,1
145,CallFire API Documentation,/texts/broadcasts/{id}/toggleRecipientsStatus,A plural noun should be used for collection or store names,0,1
146,CallFire API Documentation,/webhooks/resources/{resource},A plural noun should be used for collection or store names,0,1
147,Customer Lockbox,/subscriptions/{subscriptionId}/providers/Microsoft.CustomerLockbox/requests/{requestId}/UpdateApproval,A plural noun should be used for collection or store names,0,1
148,Google OAuth2 API,/oauth2/v2/tokeninfo,A plural noun should be used for collection or store names,1,0
149,Google OAuth2 API,/oauth2/v2/userinfo,A plural noun should be used for collection or store names,0,1
150,Google Workspace Alert Center API,/v1beta1/alerts/{alertId}/feedback,A plural noun should be used for collection or store names,1,0
151,Healthcare,/es/blog/{pageName}{mediaTypeExtension},A plural noun should be used for collection or store names,0,1
152,Healthcare,/es/question/{pageName}{mediaTypeExtension},A plural noun should be used for collection or store names,0,1
153,Healthcare,/glossary/{pageName}{mediaTypeExtension},A plural noun should be used for collection or store names,0,1
154,Healthcare,/question/{pageName}{mediaTypeExtension},A plural noun should be used for collection or store names,0,1
155,IoTSpacesClient,/subscriptions/{subscriptionId}/providers/Microsoft.IoTSpaces/Graph,A plural noun should be used for collection or store names,0,1
156,IoTSpacesClient,/subscriptions/{subscriptionId}/providers/Microsoft.IoTSpaces/checkNameAvailability,A plural noun should be used for collection or store names,0,1
157,IoTSpacesClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.IoTSpaces/Graph,A plural noun should be used for collection or store names,0,1
158,IoTSpacesClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.IoTSpaces/Graph/{resourceName},A plural noun should be used for collection or store names,0,1
159,KustoManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Kusto/clusters/{clusterName}/checkNameAvailability,A plural noun should be used for collection or store names,1,0
160,KustoManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Kusto/clusters/{clusterName}/skus,A plural noun should be used for collection or store names,0,1
161,KustoManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Kusto/clusters/{clusterName}/stop,A plural noun should be used for collection or store names,0,1
162,National Skill Development Corporation (NSDC),/escer/certificate,A plural noun should be used for collection or store names,0,1
163,National Skill Development Corporation (NSDC),/skcer/certificate,A plural noun should be used for collection or store names,0,1
164,NBA v3 RotoBaller Premium News,/{format}/RotoBallerPremiumNews,A plural noun should be used for collection or store names,0,1
165,NBA v3 RotoBaller Premium News,/{format}/RotoBallerPremiumNewsByDate/{date},A plural noun should be used for collection or store names,0,1
166,NetworkManagementClient245,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/networkWatchers/{networkWatcherName}/connectionMonitors/{connectionMonitorName}/query,A plural noun should be used for collection or store names,0,1
167,NetworkManagementClient245,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/networkWatchers/{networkWatcherName}/connectionMonitors/{connectionMonitorName}/start,A plural noun should be used for collection or store names,0,1
168,NetworkManagementClient245,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Network/networkWatchers/{networkWatcherName}/connectionMonitors/{connectionMonitorName}/stop,A plural noun should be used for collection or store names,0,1
169,Pricing API,/get-full-pricing/outbound/{type},A plural noun should be used for collection or store names,0,1
170,Pricing API,/get-prefix-pricing/outbound/{type},A plural noun should be used for collection or store names,0,1
171,Pricing API,/get-pricing/outbound/{type},A plural noun should be used for collection or store names,0,1
172,TimeSeriesInsightsClient,/timeseries/instances/search,A plural noun should be used for collection or store names,0,1
173,Twilio - Insights,/v1/Voice/Summaries,A plural noun should be used for collection or store names,1,0
174,Twilio - Insights,/v1/Voice/{CallSid}/Annotation,A plural noun should be used for collection or store names,0,1
175,Twilio - Insights,/v1/Voice/{CallSid}/Summary,A plural noun should be used for collection or store names,0,1
176,,,,,
177,,,Total violations,Total false positives,Total true positives
178,,,176,16,160
